"D";"DA1";"DA2";"DA3";"DA4l";"DA4m";"DC1";"DC2";"DC3";"DL1";"DL2";"DL3";"DL4";"DL5";"DM1";"DM2";"DM3";"DM4";"DM5";"DM6";"DP1l";"DP1m";"extra.glomerulus1";"extra.glomerulus2";"V";"VA1d";"VA1lm";"VA1v";"VA2";"VA3";"VA4";"VA5";"VA6";"VA7l";"VA7m";"VC1";"VC2";"VC3";"VC4";"VL1";"VL2a";"VL2p";"VM1";"VM2";"VM3";"VM4";"VM5d";"VM6";"VM7"
0;19.3275816689547;11.1043070816612;9.97918293464995;12.8575415161578;8.29401307842914;10.896176673842;22.2645183739728;20.7434060223536;17.4716543996529;29.0950320696891;13.6624387698391;9.64250692612748;11.1356703114884;25.2441497341718;25.1753806254521;14.2704362657321;32.7014333146993;25.3575748310683;14.9240986110988;30.2935066885604;23.0642925842638;16.7684550879815;61.4714099788021;64.1825040552984;25.085793431917;35.8421452834314;31.2454981057074;38.8456379449141;41.9878257290299;49.4202681121782;42.8601565185934;19.0036290334294;33.6332094290209;30.492636255806;42.1758479767809;38.8360175971404;49.6380935603125;44.5825180806704;53.2509578127039;41.958852765255;51.0610370179949;56.5486813951476;36.4515606430797;45.1714373302178;56.4039906328693;26.0123896916129;62.6646209891756;35.0108154089171
19.3275816689547;0;24.4126693495437;13.6997494219275;13.4869927182925;18.1760672253542;20.2533672213241;18.1595165261877;30.7216618615692;12.6839551335879;17.9812613449124;12.2541631538639;11.7036883037063;20.9764670284073;39.8455118463298;40.8850281247185;31.9821738983236;46.0648298452349;38.8013931886394;33.0568366371221;23.91938200877;28.5370667309339;27.9914439659422;59.1992297625697;59.7072086779503;15.3360402401001;24.7057061511549;16.5875503563465;44.7634532412802;39.7765393802483;46.5802564802269;34.6662073403672;23.2618119409566;29.3217813722914;30.4634943384318;41.0870802938344;36.6471279503018;52.8011277937718;48.0101519439257;45.7504292798248;29.699674795921;39.6580306703361;59.9729346196023;46.9294672374675;51.833334338471;57.3747050461471;34.977545885355;62.9381744323254;43.8186260918067
11.1043070816612;24.4126693495437;0;15.2824038676392;11.9544257164305;6.93878543396065;12.7870366576965;20.1642147388136;21.470959705263;26.2018930452641;34.2301611028902;22.0990174415154;18.892988522232;20.376078877858;27.0178880793648;21.3661154991547;16.7087541219561;30.850580752382;17.73389737763;11.12912688812;34.8469673830478;27.8797564112572;11.8334486870786;58.7139625702531;61.5953396826027;23.1878500364949;34.9755114423292;32.584374663703;31.9765014648653;36.1999425622755;44.7552015468546;39.4444845112594;13.636787245427;28.8574829500608;24.4518779248448;39.5047571241974;35.1481656709126;47.1544201166203;41.5155273024974;51.2318934512996;43.6136196192468;52.5797754196362;53.5133841415112;30.5373484017045;40.1276042674229;51.8970086346316;20.1187936505844;59.395439353381;33.118005377932
9.97918293464995;13.6997494219275;15.2824038676392;0;10.0058807128727;8.58819508123358;17.5058389655941;22.4800645964181;28.9866811887562;17.9254994231898;28.9668049903907;7.70622865459796;9.12823245572606;18.1118228894743;35.0658110128587;34.1681654383929;24.1971573534423;41.9843461160629;32.439379415165;22.9030580313363;32.6073909020642;30.0752695256867;23.5926362685802;65.3792139251088;67.0878994084231;21.3924570780132;34.4097114749518;28.2247296644884;44.1067141557523;43.729907814622;51.8459647559942;42.3497344023541;22.0885019029634;33.9735757010133;32.4253549856907;46.1195186428024;41.604062094438;55.8165000401076;50.5526607504718;54.4416754511735;41.285172749426;51.1230526160322;62.8199433136029;43.8264623080035;51.7721587514783;61.0676378851451;32.390889939642;67.6164870901134;43.0499543841838
12.8575415161578;13.4869927182925;11.9544257164305;10.0058807128727;0;6.85673256912552;13.4044781947756;13.3605235388599;24.8848618190873;19.6437908179312;25.8309221079703;15.9017549506932;13.4671563082495;20.0410384101575;33.6788766579318;30.8976503332141;24.4701473856891;38.1867783769654;27.0801944398015;22.3176049127152;28.7220537417698;27.651635846544;17.7197135745874;56.8798230165587;58.4468337958397;13.0326694780897;26.4146199416843;22.1183800848708;35.5751921851517;33.9001048483249;42.3610844262001;33.1032022089423;13.239661504574;24.1723031132566;22.6569220386477;37.6964395681451;32.4864575986884;48.3835253288434;42.8469232656918;45.8632939448644;35.0489510752206;44.7753799070556;55.1965675618775;37.1783317216924;44.0662404589854;52.2377695430457;25.1766650684125;59.2547629889784;37.4169256027902
8.29401307842914;18.1760672253542;6.93878543396065;8.58819508123358;6.85673256912552;0;12.8141636360394;18.6465696082007;23.905866475199;21.4604736422298;30.3960378368134;15.6809737678743;13.4305046692771;18.2888053584565;30.4320961786153;27.1334940518883;19.7327960800548;35.6682835469067;24.2131444051953;16.4741432651195;32.4217732767733;27.8379224218037;16.1433969850034;60.4448266087546;62.6868380009999;19.7527096501185;32.6712037165459;28.6304315582843;36.469028422667;37.8976911291759;46.3991486944863;38.7995954836157;15.286272876973;29.0863351799631;26.16873436091;41.0506982262076;36.4030242469965;50.0882735194736;44.5515142162788;51.0401204790863;40.8835026786276;50.3828486333039;56.8058085724655;36.055617822061;44.5926886687961;54.8670025214449;24.7812526789131;61.9924606282204;36.9426873249519
10.896176673842;20.2533672213241;12.7870366576965;17.5058389655941;13.4044781947756;12.8141636360394;0;14.9420894854549;11.7993741828656;17.3664165648281;23.6808947493348;20.8405691252608;14.3031482299671;11.6924844524369;20.9256719246835;20.9201725078337;14.5007765615921;26.0586821695896;20.4005541285664;17.0339867539303;22.83569437176;15.5522002847139;9.32453243528232;50.6271284448349;53.5388770198548;21.3121816426117;28.4388284107831;26.0774323656943;29.597578685782;32.6809993907304;39.2621389792182;34.3908252873261;11.2609062362089;25.3478751555237;21.8783794660376;31.3887953586935;28.5584528893326;38.9571635436613;33.8825601777271;43.3915588040565;34.3078578049567;42.6787398458107;45.943753855007;28.2747129953018;35.3417048463874;45.7261490122076;17.2627356399579;51.7987675413344;25.6312654440349
22.2645183739728;18.1595165261877;20.1642147388136;22.4800645964181;13.3605235388599;18.6465696082007;14.9420894854549;0;21.9334625917716;22.3305587504377;20.1869496678916;26.1238904618004;21.4333668395237;24.2490100804802;33.8649467851241;31.599804734393;29.0675041144247;35.604419445488;27.0670189241949;28.8785248643372;21.3001208773795;24.2683602321371;17.3774606041806;43.9945842058673;45.1890952032719;9.16783370052832;14.8812205311925;14.6534298224813;27.4275746971983;22.1195791801189;29.6332120628043;20.6277554745244;9.17354487280405;12.2796145686719;12.4498242389705;25.2338478510017;19.6864213284066;37.6687837285536;32.2830116233187;32.5666239584293;24.2602386744362;33.2582796245563;44.3939647870842;32.0321921360638;35.3722524347365;40.3619360300729;20.374412037449;47.0580980808428;30.9807303994203
20.7434060223536;30.7216618615692;21.470959705263;28.9866811887562;24.8848618190873;23.905866475199;11.7993741828656;21.9334625917716;0;24.7112942885706;27.9472805789886;31.48957435198;24.4808064215782;16.9337811612781;12.5917097973757;15.684562269753;14.6978014787438;15.8113717999315;18.5991950840162;20.4079518595406;23.5713481548322;10.6404128783278;11.578989735958;44.7304697055219;48.939649615464;30.3782365730379;32.8959117353401;32.942559252482;25.0938122256666;32.5768412277908;36.8402150327425;36.793991438005;17.3383799114501;28.6724374732916;24.192900628624;26.9025708693577;26.8351553344278;30.1782429288544;25.8186025079695;41.9584215648112;36.6103013047022;42.8982648328437;36.9490653713206;20.9731100246416;27.1929311093306;39.3688583209265;13.8750917720412;44.4616193086442;14.7189257756644
17.4716543996529;12.6839551335879;26.2018930452641;17.9254994231898;19.6437908179312;21.4604736422298;17.3664165648281;22.3305587504377;24.7112942885706;0;14.9320103799691;14.0361034955501;9.2450072127784;12.0426636380694;31.9631672168995;36.7970874484977;26.289189442977;39.9251158266367;37.7167103678155;31.0839673376687;18.1749660110313;19.2782912568851;26.6674989040167;57.6441282485302;59.1466034302103;24.4242394361155;29.5518574013432;22.8237459387723;44.6945060084513;43.0377838830638;48.2464932104485;39.4368733067613;25.4452516622509;34.0208353404337;33.853888863572;39.8339788223381;37.575224113862;48.815575312211;44.7763802156125;47.0661000678793;30.9300487625231;39.610517943468;56.1571433825359;44.4060075067394;49.2645233890433;56.2623545155425;33.7357865162453;60.5781332307141;38.3003587004666
29.0950320696891;17.9812613449124;34.2301611028902;28.9668049903907;25.8309221079703;30.3960378368134;23.6808947493348;20.1869496678916;27.9472805789886;14.9320103799691;0;26.7758978149711;22.2602857041205;23.7583627849338;38.2868086474855;42.662542925007;35.9639584256622;43.2435466564436;42.1574710114822;40.5057105146725;7.963499590801;21.5249030750793;31.0812464799055;46.9382142832324;47.2005818102874;22.6627318647061;19.2397707888241;14.1701049225575;42.1536949761939;36.0306814593322;39.0612259270944;29.5097931064945;27.0064520445249;28.0811291439027;30.3681622243399;31.3368081620004;29.6234341974602;42.2676383811659;38.9118089096686;34.4219295134383;16.5294621366513;24.8149572455459;49.3655077795076;44.8982654537077;45.9102466508111;48.1612942031843;34.8303179451985;51.3914609684321;37.6105691941244
13.6624387698391;12.2541631538639;22.0990174415154;7.70622865459796;15.9017549506932;15.6809737678743;20.8405691252608;26.1238904618004;31.48957435198;14.0361034955501;26.7758978149711;0;7.2467163203041;17.2885709605912;37.0959483682182;38.6978521766399;27.1409550810913;45.2927134737343;38.303107431117;28.1931359493415;31.1724217974803;29.9571306536299;28.6580717616679;67.7128414270844;69.1731638160062;24.9058230911982;36.0518101902142;28.5888512653458;49.2721513604498;48.1522138111592;55.4517425117023;45.3091226641597;27.367606801458;38.1608885658217;37.3771823824227;48.8391177395207;44.9542503119379;58.4630775628811;53.6178066575725;56.2472656842822;40.8596418407292;50.5226131745831;65.6769684003748;48.7379999118408;55.9902336429257;64.61121149146;37.4113500306199;70.3591577349982;46.0256489032986
9.64250692612748;11.7036883037063;18.892988522232;9.12823245572606;13.4671563082495;13.4305046692771;14.3031482299671;21.4333668395237;24.4808064215782;9.2450072127784;22.2602857041205;7.2467163203041;0;10.8806369763882;30.8074011820162;33.0953898873413;21.9462954307868;38.7651741115309;33.1956630761517;24.4479922535683;25.3342338145896;22.8215971131182;22.8922847569618;61.3736948647821;63.2213364749065;22.6171256902551;32.1730379776476;25.7037745593792;43.3554002247219;43.1299175200469;49.9050266891198;41.1046674374931;22.2424431203146;33.7066349487351;32.4503308420794;42.4864211416692;39.1661392596208;51.4859276175699;46.760674794722;51.038576883003;36.6274377679939;45.9770051106023;58.7163809409741;42.5267426494027;49.3741605447543;58.2070384795572;31.3862678541147;63.7172894635403;38.99600305143
11.1356703114884;20.9764670284073;20.376078877858;18.1118228894743;20.0410384101575;18.2888053584565;11.6924844524369;24.2490100804802;16.9337811612781;12.0426636380694;23.7583627849338;17.2885709605912;10.8806369763882;0;21.0519567522155;26.4689626800468;14.7304445736904;30.2166897107728;29.3601432264332;21.3102045552003;23.3775470829889;14.4155417230448;19.8030728024759;57.8615725169662;60.7692399430717;28.9564592136606;35.4295051938798;30.8609834596092;40.048896619353;43.26602441466;48.7935584210256;43.2958065530106;22.8146955835391;35.6350509353921;33.0678777347781;39.4637946447316;37.8995997106362;45.5750088273253;41.4002548948677;50.7041900363655;38.3165120571466;46.4135106950169;52.6995647641222;36.9214287044749;43.8768173171483;54.3606106848709;27.5568912844805;59.1203726492497;31.393444324548
25.2441497341718;39.8455118463298;27.0178880793648;35.0658110128587;33.6788766579318;30.4320961786153;20.9256719246835;33.8649467851241;12.5917097973757;31.9631672168995;38.2868086474855;37.0959483682182;30.8074011820162;21.0519567522155;0;13.0454443655583;12.4360003712746;11.4592766366493;21.5142510745515;20.3206664641052;33.7290631760418;17.6608426537841;19.7519059629175;53.4046355451918;58.5345305898057;41.7183119597165;45.43137252375;44.8403220387743;32.6278246412531;43.8197174821539;47.6131955310658;49.2129162372231;28.0165152505591;40.778651587003;35.5992726148357;37.4305044245127;38.4154398604029;36.4177281378427;33.1658846718154;53.4701868433714;48.4710658429628;54.230946650315;42.1731076047818;24.1056373657066;32.3136905115433;47.2436459477419;22.0246622047695;51.5826745811298;18.3396931063823
25.1753806254521;40.8850281247185;21.3661154991547;34.1681654383929;30.8976503332141;27.1334940518883;20.9201725078337;31.599804734393;15.684562269753;36.7970874484977;42.662542925007;38.6978521766399;33.0953898873413;26.4689626800468;13.0454443655583;0;13.8023139948133;11.4993106047498;9.67737097519614;14.1531247801843;39.0720996349421;25.5147370570851;14.4437590002038;53.1937882835765;58.3053717585166;38.9638029572611;44.6584102384593;45.1865872309225;25.4200214093912;38.7704226048201;44.2203017746767;46.4557184979959;23.3308412125844;36.5592744975702;30.1438017079431;36.644802955111;35.9305547514028;36.8290730982607;32.3729261591274;53.0726450919861;50.706080003522;57.1214234256557;41.987745097242;16.4320185609413;28.1068963871254;44.5951923404916;15.0888486376984;50.9642277340246;19.2251144707905
14.2704362657321;31.9821738983236;16.7087541219561;24.1971573534423;24.4701473856891;19.7327960800548;14.5007765615921;29.0675041144247;14.6978014787438;26.289189442977;35.9639584256622;27.1409550810913;21.9462954307868;14.7304445736904;12.4360003712746;13.8023139948133;0;20.6728596608643;18.971583925746;9.93293447351645;33.908032436421;20.2255369430776;14.903179024079;59.1223124654891;63.3196919786659;35.0881199771271;42.7347817478957;40.4440668340741;34.8028963761904;43.5838183349003;49.6641403295762;47.7509587357;22.7850542515018;38.114636533674;33.1113683697786;40.9489784020823;39.5961832117089;43.9704691711748;39.5188814308114;55.4760384408414;47.8063410664423;55.4017104148168;50.2698198541257;28.3753518586424;38.4006085102619;52.7149552323577;21.8314868289253;58.4525768862006;26.4769265557258
32.7014333146993;46.0648298452349;30.850580752382;41.9843461160629;38.1867783769654;35.6682835469067;26.0586821695896;35.604419445488;15.8113717999315;39.9251158266367;43.2435466564436;45.2927134737343;38.7651741115309;30.2166897107728;11.4592766366493;11.4993106047498;20.6728596608643;0;18.3849626625617;24.8066891449614;37.8102383693492;23.6899063791133;21.0809149952801;47.1954942785573;53.077433675954;44.192563006182;46.2002310282916;47.8428407766274;25.0724846908504;39.3907288269239;42.2346365466754;47.3345289571942;28.8913920835503;39.1428150034681;33.2599363732339;33.0954577386396;34.830787969085;29.2188886442463;26.153201029571;50.3811406666611;49.9644256216276;54.6402303628438;33.8962917923777;14.7368114588512;22.7689063295047;39.3214035632402;18.321317062392;44.0182843910108;11.3271804319968
25.3575748310683;38.8013931886394;17.73389737763;32.439379415165;27.0801944398015;24.2131444051953;20.4005541285664;27.0670189241949;18.5991950840162;37.7167103678155;42.1574710114822;38.303107431117;33.1956630761517;29.3601432264332;21.5142510745515;9.67737097519614;18.971583925746;18.3849626625617;0;14.9087133401971;39.4747926221863;29.0990725538074;11.377896564344;50.8339926913998;55.3484779162261;33.700651496641;40.2157860261224;41.582482450548;19.8365650117492;32.2613289381502;39.0932573357735;40.7250847943036;18.0305628781887;30.2158679618342;23.4101189942776;33.8171071916188;31.4300224559396;36.5931488827334;31.2642436229568;49.2103218145288;48.1779565427441;54.9989778105538;41.6412378435441;14.4530236528164;26.2332535986254;41.4645739579007;10.2957546347902;49.183970199427;21.9226997762188
14.9240986110988;33.0568366371221;11.12912688812;22.9030580313363;22.3176049127152;16.4741432651195;17.0339867539303;28.8785248643372;20.4079518595406;31.0839673376687;40.5057105146725;28.1931359493415;24.4479922535683;21.3102045552003;20.3206664641052;14.1531247801843;9.93293447351645;24.8066891449614;14.9087133401971;0;39.4989660370334;28.0083270884892;14.060138600751;61.804993173334;65.781064852835;33.6034032654925;43.6210753013048;41.69444610458;33.5611126046688;42.4258717194418;49.9459113563353;47.557677527482;21.1258913943584;36.9029254061153;31.3760270949027;43.2754540308771;40.4995142027389;47.4802547063554;42.3518864443733;57.4124689171667;50.9510850564627;59.158260125999;53.4288946514226;28.1136456131623;39.4957677576198;54.0867754934279;21.1314515385946;61.096696985553;30.7052986418801
30.2935066885604;23.91938200877;34.8469673830478;32.6073909020642;28.7220537417698;32.4217732767733;22.83569437176;21.3001208773795;23.5713481548322;18.1749660110313;7.963499590801;31.1724217974803;25.3342338145896;23.3775470829889;33.7290631760418;39.0720996349421;33.908032436421;37.8102383693492;39.4747926221863;39.4989660370334;0;16.3614502396891;29.1208448316823;41.4747276249958;42.5953945710942;26.5020911356664;21.1904861957701;19.32253926264;38.1042707438556;33.9824061319719;35.7043482768752;29.4879047613038;26.5074305765497;27.864961926051;29.1668751430867;26.2415919779572;26.2447401805097;35.4429911401928;32.5868547497844;31.7331730551766;17.4292928150626;23.7163488339231;42.5432555586609;40.1151571160373;40.1695680194259;42.7093923463193;31.4414463644432;45.2763309766102;31.3241220531572
23.0642925842638;28.5370667309339;27.8797564112572;30.0752695256867;27.651635846544;27.8379224218037;15.5522002847139;24.2683602321371;10.6404128783278;19.2782912568851;21.5249030750793;29.9571306536299;22.8215971131182;14.4155417230448;17.6608426537841;25.5147370570851;20.2255369430776;23.6899063791133;29.0990725538074;28.0083270884892;16.3614502396891;0;20.4386856399996;45.6982009619043;49.2106646310239;31.8840635032586;32.1555539730121;30.7385102423483;33.3858026239762;37.26469926237;40.1353819665616;38.2617986836237;23.4665065195707;32.3460046969899;29.8772693459963;28.964059173231;29.8909116380028;32.8706769815459;29.66746827022;41.5144109952199;32.4926904328383;38.3370106296655;39.9703780677952;30.5469579460238;34.1274799513206;43.2164798515483;23.5832912622897;46.5733575457533;20.9030852218593
16.7684550879815;27.9914439659422;11.8334486870786;23.5926362685802;17.7197135745874;16.1433969850034;9.32453243528232;17.3774606041806;11.578989735958;26.6674989040167;31.0812464799055;28.6580717616679;22.8922847569618;19.8030728024759;19.7519059629175;14.4437590002038;14.903179024079;21.0809149952801;11.377896564344;14.060138600751;29.1208448316823;20.4386856399996;0;48.321305109024;51.9356694496401;24.5291055395249;31.274023050394;31.288236628356;22.2903369186715;29.1290219765964;36.1939613075236;34.2939497721862;9.15164338938424;24.0100703312846;18.4246487736661;29.4455607909182;26.4772581080532;35.5406291814275;30.0290638012159;43.4017304992624;38.638929251661;46.2828978825904;41.899030603669;20.250739904804;28.9588149905034;41.3147320664096;9.28630663599168;48.3696661882812;21.4637076008487
61.4714099788021;59.1992297625697;58.7139625702531;65.3792139251088;56.8798230165587;60.4448266087546;50.6271284448349;43.9945842058673;44.7304697055219;57.6441282485302;46.9382142832324;67.7128414270844;61.3736948647821;57.8615725169662;53.4046355451918;53.1937882835765;59.1223124654891;47.1954942785573;50.8339926913998;61.804993173334;41.4747276249958;45.6982009619043;48.321305109024;0;7.3974724412468;50.293869333758;38.3635616534637;46.5459129261292;33.0753177731252;28.5650968869531;18.7332411169947;31.8521818521281;45.7394051726324;36.2569426701879;37.2899660339229;19.4190767373381;24.9025332148392;18.733706155636;21.1528790674534;19.3264972924054;36.718586258338;32.4324848949118;17.9042308836785;40.1568306602899;28.6750614460719;12.7310661289544;41.3569565528069;8.49376864331626;36.0961233588535
